Date,Latitude,Longitude,Altitude,Distance,Speed,Heart rate,Power,Cadence
2024-01-06 16:48:17,,,,3086,32.2,135,180,81
2024-01-06 16:48:18,,,,3095,32.2,136,180,81
2024-01-06 16:48:19,,,,3104,32.3,136,180,83
2024-01-06 16:48:20,,,,3113,32.3,136,180,81
2024-01-06 16:48:21,,,,3121,32.3,136,180,81
2024-01-06 16:48:22,,,,3130,32.3,137,180,81
2024-01-06 16:48:23,,,,3139,32.3,135,180,81
2024-01-06 16:48:24,,,,3148,32.3,136,180,81
2024-01-06 16:48:25,,,,3157,32.3,134,180,81
2024-01-06 16:48:26,,,,3166,32.3,134,180,82
2024-01-06 16:48:27,,,,3175,32.3,133,180,82
2024-01-06 16:48:28,,,,3184,32.3,133,180,80
2024-01-06 16:48:29,,,,3193,32.3,133,180,81
2024-01-06 16:48:30,,,,3202,32.3,132,180,81
2024-01-06 16:48:31,,,,3211,32.3,132,180,82
2024-01-06 16:48:32,,,,3220,32.3,132,180,82
2024-01-06 16:48:33,,,,3229,32.3,132,180,82
2024-01-06 16:48:34,,,,3238,32.3,132,180,83
2024-01-06 16:48:35,,,,3247,32.3,131,180,82
2024-01-06 16:48:36,,,,3256,32.3,131,180,82
2024-01-06 16:48:37,,,,3265,32.3,131,180,82
2024-01-06 16:48:38,,,,3274,32.3,130,180,82
2024-01-06 16:48:39,,,,3283,32.3,131,180,82
2024-01-06 16:48:40,,,,3292,32.3,131,180,82
2024-01-06 16:48:41,,,,3301,32.3,131,180,83
2024-01-06 16:48:42,,,,3310,32.3,131,180,82
2024-01-06 16:48:43,,,,3319,32.3,131,180,82
2024-01-06 16:48:44,,,,3328,32.3,130,180,83
2024-01-06 16:48:45,,,,3337,32.3,131,180,83
2024-01-06 16:48:46,,,,3345,32.3,131,180,83
